,text,Food Probability,Place Probability,Service Probability,Topic
2630,"after dining at B.O.G over twenty times now, its official !",0.5576733,0.12473915,0.31758752,Food
2631,They are served with a free appetizer and the portions are perfect for lunch.,0.06279038,0.87087375,0.066335835,Place
2632,There is actually space to breathe and the decor sets the tone for an intimate dinner.,0.10914423,0.80285805,0.08799774,Place
2633,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,0.46000582,0.2134685,0.32652572,Food
2634,"My husband and I both ordered the Steak, medium.",0.7397811,0.09229778,0.16792113,Food
2635,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",0.11691832,0.15507366,0.72800803,Service
2636,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,0.31377584,0.051203713,0.63502043,Service
2637,The sushi is average and the prices are anything but.,0.07215256,0.08430717,0.8435403,Service
2638,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",0.739787,0.14132668,0.11888633,Food
2639,Owner must have coem on this website to give himself credit.,0.5450532,0.3380372,0.11690959,Food
2640,Turned out there was full service upstairs and sat down.,0.11967573,0.4366916,0.44363263,Service
2641,I would go back.,0.11808184,0.1139968,0.7679214,Service
2642,Definitely will be back!,0.11565077,0.11576592,0.7685833,Service
2643,Several of the dim sum orders had about 6-8 pieces.,0.1213409,0.118117094,0.760542,Service
2644,I'm not sure why these other reviewers are whining so much.,0.16964434,0.09134912,0.7390066,Service
2645,they live up to the thai way of living.,0.09392307,0.8063089,0.09976801,Place
2646,If you have a dumpling fetish i suggest you try some here!,0.17102212,0.17142121,0.6575567,Service
2647,"Three page wine menu, one page entree and horedevous.",0.8263804,0.09777012,0.07584955,Food
2648,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",0.041832287,0.91627485,0.04189286,Place
2649,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,0.07255094,0.45346895,0.4739801,Service
2650,"I live nearby and when they first opened, I ate there a lot.",0.3942261,0.5002522,0.10552173,Place
2651,And the food was fantastic.,0.11384583,0.7699293,0.116224915,Place
2652,This is the kind of place you'd like to take all your friends to and still keep a secret.,0.50285643,0.052745204,0.4443984,Food
2653,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",0.17511797,0.74917215,0.07570989,Place
2654,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",0.5164679,0.41638145,0.06715059,Food
2655,"They're also friendlier here, especially the owner, Kenny.",0.08712142,0.8272634,0.08561518,Place
2656,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",0.8189515,0.060771994,0.120276496,Food
2657,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,0.38748217,0.5590065,0.05351132,Place
2658,Winnie and her staff are the best crew you can find serving you.,0.29925722,0.07747726,0.6232655,Service
2659,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",0.05249095,0.89733833,0.050170694,Place
2660,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",0.5769526,0.06516007,0.35788733,Food
2661,You can even get packages of the chutneys to stock your fridge!,0.65091103,0.17763464,0.17145437,Food
2662,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,0.6342099,0.27951428,0.08627589,Food
2663,Slightly on the pricey side but worth it!,0.11283641,0.11394283,0.7732208,Service
2664,"If it isn't for the food (A+++), it must be the service or the ambience.",0.07946601,0.3429932,0.57754076,Service
2665,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",0.13666621,0.7840901,0.079243734,Place
2666,"I like the ambience, it's very dark and original.",0.13397478,0.11944258,0.7465827,Service
2667,Not the typical NYC gimmick theme restaurant.,0.6440209,0.17647055,0.1795085,Food
2668,We were exploring Grand Central and didn't want to eat in the food court.,0.114291705,0.76952857,0.11617973,Place
2669,"Overall, not worth the money.",0.10112887,0.086317025,0.8125541,Service
2670,This place is not worth the prices.,0.092874944,0.11109428,0.79603076,Service
2671,We left after one drink.,0.11387831,0.7701733,0.11594842,Place
2672,Everything that happened was not even up to mediocre.,0.7246952,0.14894374,0.12636103,Food
2673,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,0.070591256,0.0685227,0.8608861,Service
2674,Pick a bagel has the best bagels in the city.,0.08458324,0.07323924,0.8421775,Service
2675,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",0.09142727,0.7781411,0.13043165,Place
2676,It's called Gnochi alla nona and is found under Chef Specials.,0.077353075,0.8530513,0.06959562,Place
2677,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,0.13565321,0.77204806,0.092298776,Place
2678,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,0.3733415,0.5705241,0.05613438,Place
2679,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",0.3562505,0.03438479,0.6093647,Service
2680,The fried dumplings are GREAT!,0.08861444,0.09585839,0.8155272,Service
2681,This place has the best Chinese style BBQ ribs in the city.,0.82896364,0.08861003,0.08242631,Food
2682,Ive been here so many times the waiters know my name.,0.09560173,0.07015071,0.8342476,Service
2683,The decor is very simple but comfortable.,0.75359553,0.13325718,0.11314729,Food
2684,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,0.20425972,0.750565,0.045175284,Place
2685,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",0.7237186,0.23979063,0.036490813,Food
2686,Heartland Brewery is a great way to start or finish your day.,0.18069029,0.6265948,0.19271494,Place
2687,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,0.12126886,0.5680445,0.31068662,Place
2688,This is the perfect date spot for Williamsburg couples.,0.08437721,0.8227612,0.09286159,Place
2689,The dim sum here is only so-so.,0.33333334,0.33333334,0.33333334,Food
2690,"It was raining, and we figured why not?",0.33333334,0.33333334,0.33333334,Food
2691,"$6 and there is much tasty food, all of it fresh and continually refilled.",0.08936867,0.086038195,0.8245932,Service
2692,"Just straight up cheap, good food.",0.08820602,0.82424057,0.087553404,Place
2693,Another welcome addition to the neighborhood.,0.11464539,0.76837295,0.11698171,Place
2694,Seating is ok even though sometimes there's alot of people.,0.10971172,0.80668104,0.08360727,Place
2695,"This time, I prefer not to go into detail.",0.17471452,0.17848141,0.6468041,Service
2696,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",0.06478833,0.8764425,0.058769185,Place
2697,"Service was slow, but the people were friendly.",0.07113009,0.090413466,0.83845645,Service
2698,Steamed fresh so brought hot hot hot to your table.,0.13108741,0.13031201,0.73860055,Service
2699,The steak was very fatty and the sauce was overpowering and not very tasty.,0.79991657,0.11504858,0.08503484,Food
2700,My only problem is that you are literally sitting on top of the people next to you!,0.19976987,0.08713469,0.7130954,Service
2701,And affordable.,0.33333334,0.33333334,0.33333334,Food
2702,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",0.053062543,0.58113056,0.3658069,Place
2703,i actually feel like i should keep it a secret.,0.08399125,0.8088522,0.1071566,Place
2704,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,0.07366005,0.86089617,0.065443784,Place
2705,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.",0.8460093,0.058648646,0.09534204,Food
2706,They have a very diverse menu so its something for everybody.,0.6337516,0.18483141,0.18141702,Food
2707,Haru on Park S is simply disgusting.,0.33333334,0.33333334,0.33333334,Food
2708,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,0.9153523,0.039777465,0.044870194,Food
2709,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",0.05438751,0.8998233,0.04578917,Place
2710,I drop more dollar bills here than your uncle after a weekend at Scores.,0.16968025,0.16795371,0.66236603,Service
2711,The bagel was huge.,0.12243816,0.1190928,0.75846905,Service
2712,Go there to relax and feel like your somewhere else.,0.08736236,0.09347017,0.8191675,Service
2713,Get the tuna of gari.,0.66226673,0.1677589,0.16997442,Food
2714,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",0.17401336,0.17883569,0.647151,Service
2715,It was a very nice surprise.,0.11524344,0.11536286,0.7693937,Service
2716,Edible but really a ripoff at those prices given whats in the area.,0.09040935,0.805345,0.104245685,Place
2717,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",0.06620671,0.625733,0.30806032,Place
2718,I am French and I really felt like home!!!,0.058431495,0.19120452,0.750364,Service
2719,I have been to Casimir over 5 times and I have always had a great time there.,0.071120635,0.2546379,0.6742414,Service
2720,The service was the only thing good about this restaurant.,0.61055595,0.31268817,0.07675594,Food
2721,"It's usually packed for good reason, esp.",0.101004004,0.51116806,0.387828,Place
2722,Service- friendly and attentive.,0.14066197,0.7192436,0.14009446,Place
2723,I love going there!,0.12774551,0.11404217,0.7582123,Service
2724,I cannot recommend OG more highly if I tried - check it out for yourself.,0.8641912,0.0678423,0.06796652,Food
2725,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",0.04022273,0.042132836,0.9176444,Service
2726,Service was very prompt but slightly rushed.,0.11612264,0.1853721,0.6985052,Service
2727,"Great food, great decor, great service.",0.05200044,0.8960928,0.051906783,Place
2728,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",0.0727956,0.65269995,0.27450448,Place
2729,"The palak paneer was standard, and I was not a fan of the malai kofta.",0.33333334,0.33333334,0.33333334,Food
2730,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,0.8926673,0.056186862,0.05114586,Food
2731,"Yeah, sometimes the service can be slow.",0.11626125,0.25750247,0.62623626,Service
2732,There was no ambiance.,0.16827004,0.6580806,0.17364939,Place
2733,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",0.046526235,0.6914163,0.26205745,Place
2734,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,0.37963602,0.5660852,0.05427877,Place
2735,But trust me it is so worth it.,0.17122103,0.17104901,0.65773,Service
2736,It is not a place for tourists or someone who has never dined in Bay Ridge.,0.16710845,0.74295294,0.0899386,Place
2737,THe perfect spot.,0.116074525,0.76610893,0.11781656,Place
2738,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",0.17879063,0.065073006,0.75613636,Service
2739,"They sell special sushi, everything have a topping, sauce and etc.",0.66539943,0.24689737,0.08770324,Food
2740,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,0.10989465,0.4013936,0.4887117,Service
2741,They never came back to refill our glasses again.,0.0834889,0.08243742,0.83407366,Service
2742,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",0.39692464,0.5546741,0.04840129,Place
2743,The service was excellent and the food was delicious.,0.069227286,0.8603836,0.07038913,Place
2744,Service was also very good.,0.09015798,0.8206859,0.08915612,Place
2745,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",0.5587748,0.39091793,0.050307244,Food
2746,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",0.05220679,0.87678134,0.071011886,Place
2747,"They're rude at times, and not very friendly.",0.08778851,0.09204724,0.82016426,Service
2748,I'm happy to have Nosh in the neighborhood and the food is very comforting.,0.09158822,0.82048833,0.08792348,Place
2749,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",0.20055886,0.7293216,0.07011951,Place
2750,"They kindly brought us more to see if it was better, but it was not!",0.17304066,0.63319945,0.19375992,Place
2751,love the food.,0.11685586,0.1606779,0.72246623,Service
2752,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,0.6070675,0.35715228,0.035780206,Food
2753,All the desserts the group tried got favorable reviews.,0.74775976,0.08523824,0.16700199,Food
2754,There's something smooth about sipping sake upper east side style.,0.113511324,0.12245431,0.7640344,Service
2755,It's a nice place to relax and have conversation.,0.089994535,0.12085514,0.7891503,Service
2756,This place has got to be the best japanese restaurant in the new york area.,0.099849455,0.07783214,0.82231843,Service
2757,Best Reuben sandwich ever!,0.098053195,0.803634,0.098312825,Place
2758,Lucky Strike is a great casual place to just grab a bite to eat.,0.11865032,0.7579591,0.123390555,Place
2759,Wonderful strawberry daiquiries as well!,0.730939,0.15584624,0.11321481,Food
2760,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",0.78077817,0.044355225,0.17486654,Food
2761,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",0.0285444,0.6923274,0.2791282,Place
2762,I loved it and would go again.,0.11473315,0.11371234,0.77155447,Service
2763,Frites were delicious if a bit on the thick side.,0.11419525,0.40426505,0.48153973,Service
2764,SO SO SO SO SO good!,0.18464892,0.63661796,0.17873314,Place
2765,"Alone for 100 bucks, it is really overprice.",0.17256448,0.6589732,0.16846232,Place
2766,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",0.7998719,0.11200931,0.088118784,Food
2767,Very good value,0.1168389,0.7657554,0.117405675,Place
2768,Here you get the zen feel without feeling rigid.,0.08961137,0.0938844,0.81650424,Service
2769,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,0.3156246,0.62964684,0.054728612,Place
2770,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,0.05665155,0.14617719,0.7971713,Service
2771,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,0.054787852,0.88861865,0.056593448,Place
2772,"Overall, the best bagel in town.",0.7458327,0.070472136,0.1836952,Food
2773,Everything a NY pizza joint should be.,0.728698,0.14655398,0.12474799,Food
2774,"It was huge, delicious, fresh, and will be the reason we return.",0.059759986,0.07440032,0.8658397,Service
2775,We go often.,0.16853292,0.6553734,0.1760937,Place
2776,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",0.09177139,0.104644276,0.80358434,Service
2777,The sushi seemed pretty fresh and was adequately proportioned.,0.08285413,0.069104485,0.84804136,Service
2778,moral stay away.,0.659358,0.1672547,0.17338729,Food
2779,but the service was a bit slow.,0.11626118,0.2575178,0.626221,Service
2780,Spreads and toppings are great - though a bit pricey.,0.120426856,0.7583793,0.121193826,Place
2781,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",0.8092641,0.0991657,0.091570206,Food
2782,No one asked what was wrong as we left with nothing touched on our plates.,0.065459594,0.6144896,0.3200508,Place
2783,Indoor was very cozy and cute.,0.1672027,0.16758123,0.6652161,Service
2784,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,0.078825794,0.13845749,0.78271675,Service
2785,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,0.5486487,0.41003856,0.04131271,Food
2786,They're terrific!!,0.33333334,0.33333334,0.33333334,Food
2787,"The service was excellent, the food was excellent, but the entire experience was very cool.",0.18661942,0.76136017,0.05202044,Place
2788,The service is good and the resturant is clean.,0.11818164,0.7627186,0.11909979,Place
2789,"Great spot, whether looking for a couple of drinks or quiet dinner.",0.061146107,0.8480317,0.09082217,Place
2790,Just stick with the small dishes!,0.7077502,0.1457008,0.146549,Food
2791,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",0.04851428,0.89171064,0.059775077,Place
2792,I've rarely had a problem with slow staff in the 10 years I've been going.,0.4088251,0.058656532,0.5325184,Service
2793,Food is excellent.,0.11682868,0.7652993,0.11787195,Place
2794,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",0.091673784,0.09898948,0.8093367,Service
2795,They outshine HH.,0.33333334,0.33333334,0.33333334,Food
2796,Although we were looking for regular lettuce and some walnuts the salads we got were great.,0.080195956,0.8530559,0.066748165,Place
2797,Excellent lunch buffet for only $6.95.,0.3741382,0.5039374,0.12192438,Place
2798,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,0.8695965,0.07011843,0.060285065,Food
2799,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",0.8681621,0.06372095,0.06811695,Food
2800,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",0.052771974,0.070020884,0.87720716,Service
2801,Problem is nothing at Prune is particularly memorable.,0.34790078,0.12116305,0.5309362,Service
2802,"Ambience is so cute and quaint, good for business although we were there on vacation.",0.56717473,0.06268307,0.3701422,Food
2803,"The portion sizes here are huge, and the sushi is good.",0.07632517,0.48871392,0.43496093,Place
2804,Just wish they'd expand.,0.33333334,0.33333334,0.33333334,Food
2805,My boyfriend ate tuna and it was cooked perfectly!,0.77276355,0.11312363,0.114112765,Food
2806,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",0.44051847,0.5107362,0.04874527,Place
2807,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",0.04382001,0.916733,0.039446987,Place
2808,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,0.24468614,0.7110677,0.044246238,Place
2809,You can't say its cheap because food is cheaper in Chinatown.,0.087347604,0.5351573,0.37749508,Place
2810,I have eaten there 3-4 times and the food was always good.,0.06193677,0.8711996,0.066863574,Place
2811,keep up the good work.,0.8109715,0.10073916,0.08828932,Food
2812,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",0.8293381,0.09542176,0.075240165,Food
2813,"great eats, good times.",0.077142626,0.09940714,0.82345027,Service
2814,Make sure you try this place as often as you can.,0.37885836,0.54855406,0.072587565,Place
2815,"Grilled whole fish wonderful, great spicing.",0.09810491,0.7379661,0.16392896,Place
2816,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",0.069075584,0.06519934,0.8657251,Service
2817,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",0.8663077,0.07817043,0.05552187,Food
2818,The service was great as well.,0.38411996,0.5226411,0.093238935,Place
2819,Try the lobster teriyaki and the rose special roll.,0.7346402,0.12028759,0.1450722,Food
2820,Another plus is most of the entrees are approx.,0.15012558,0.40747088,0.44240353,Service
2821,I will go back to Suan soon!,0.17835279,0.17117004,0.65047723,Service
2822,Loved it!,0.16818652,0.17026375,0.66154975,Service
2823,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",0.05780736,0.6361936,0.30599907,Place
2824,We were pleasantly surprised.,0.16764224,0.17058443,0.6617734,Service
2825,From the moment we walked in they were more than accomodating even though the place was packed.,0.08481933,0.8412887,0.073892005,Place
2826,"It is LOUD, HOT and DARK.",0.16710478,0.16869397,0.66420126,Service
2827,"I found the food, service and value exceptional everytime I have been there.",0.12420174,0.8171048,0.058693405,Place
2828,We ate at this Thai place following the reviews but very unhappy with the foods.,0.07398067,0.5587897,0.3672296,Place
2829,"The food is definitely good, but I left a bit disappointed.",0.059771683,0.86216885,0.07805944,Place
2830,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",0.042370155,0.29291478,0.66471505,Service
2831,"The drinks are a saving grace, but service staff, please, get over yourselves.",0.06708623,0.5753576,0.35755613,Place
2832,It was wonderful.,0.18298566,0.64884406,0.16817026,Place
2833,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,0.11501796,0.120334834,0.76464725,Service
2834,Will give it another chance before I write it off.,0.58145535,0.29706225,0.12148237,Food
2835,The all-Italian staff is warm and engaging from the start.,0.72337246,0.16020928,0.11641822,Food
2836,Village is one of those places that scores on all fronts.,0.1168097,0.76772386,0.115466386,Place
2837,The prices are exceptionally reasonable for food of this caliber.,0.45215496,0.08813755,0.45970744,Service
2838,If you go here - your focus should be the Tamarind Margaritas.,0.33333334,0.33333334,0.33333334,Food
2839,It is the best hidden spot there and I rave about it to everyone.,0.096890956,0.8168107,0.0862983,Place
2840,The filet mignon dish was superb!,0.19509618,0.62426907,0.18063475,Place
2841,I had been a regular due to the consistently good food and ease of getting a table.,0.051086366,0.8988982,0.05001544,Place
2842,Can't wait wait for my next visit.,0.4994135,0.07396014,0.42662635,Food
2843,This place is the most Japanese it can ever get.,0.11759447,0.7662843,0.11612126,Place
2844,"The food is good, I can't lie.",0.11885356,0.76152897,0.119617485,Place
2845,"great food, lt's of it, more then one person can eat!",0.08933815,0.3057182,0.60494363,Service
2846,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",0.043924645,0.04711554,0.9089598,Service
2847,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",0.062156104,0.12016443,0.81767946,Service
2848,Cozy romantic atomosphere with only around 15 tables at most.,0.78285104,0.098021485,0.11912748,Food
2849,This place is worth going even if only for their beer.,0.41624483,0.06422112,0.51953405,Service
2850,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,0.11908408,0.6755484,0.20536752,Place
2851,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",0.19215737,0.7509238,0.05691882,Place
2852,"Do not get the Go Go Hamburgers, no matter what the reviews say.",0.17139931,0.16812934,0.6604714,Service
2853,The sandwhiches are out-of-this world!,0.17103615,0.6458136,0.18315025,Place
2854,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",0.088886894,0.81642544,0.09468764,Place
2855,Decor is charming.,0.6265868,0.20262715,0.17078608,Food
2856,The food was very well prepared.,0.37673604,0.1142722,0.5089918,Service
2857,Really tasty spring rolls and noodles for a good price though.,0.05484703,0.8883494,0.056803536,Place
2858,Stay away from this place.,0.64555484,0.22711329,0.1273319,Food
2859,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",0.050909445,0.8988798,0.050210726,Place
2860,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",0.05702443,0.28809944,0.6548762,Service
2861,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",0.734603,0.044583052,0.22081399,Food
2862,"The food arrived 20 minutes after I called, cold and soggy.",0.13580595,0.7968408,0.067353256,Place
2863,"If you go for the pre-theatre menu, it's an even greater deal.",0.8006536,0.09933252,0.100013934,Food
2864,"The one up front will smile and say What can I get for you, brother?",0.33333334,0.33333334,0.33333334,Food
2865,Brava La Pizza Fresca!,0.6548803,0.17610121,0.16901852,Food
2866,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",0.069678694,0.8615942,0.06872714,Place
2867,"The prices cannot be beat for the quality, quantity, freshness and taste.",0.07688123,0.59461415,0.3285046,Place
2868,"Check it out, it won't hurt your stomach or your wallet.",0.66535896,0.16727138,0.16736966,Food
2869,"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",0.6447144,0.18370818,0.17157745,Food
2870,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",0.05769473,0.40948567,0.53281957,Service
2871,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,0.059808195,0.87855524,0.06163655,Place
2872,I have been about 4 times and have always had a great meal.,0.074596904,0.83411866,0.09128448,Place
2873,I go back in line like three times on average until I can't walk anymore.,0.053428266,0.05689537,0.8896764,Service
2874,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,0.879425,0.054275457,0.06629955,Food
2875,Horrible food and Horrible service.,0.11560824,0.76424587,0.12014589,Place
2876,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,0.37181172,0.23206232,0.39612594,Service
2877,Bleecker St Pizza is the best!,0.7650227,0.1201789,0.11479846,Food
2878,I DO NOT RECOMMEND THE HEARTLAND BREWERY.,0.6556,0.17300111,0.17139886,Food
2879,They treated us well and the food was extremely fresh and well-prepared.,0.4325541,0.084463224,0.4829827,Service
2880,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,0.054369915,0.8849228,0.060707264,Place
2881,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0.33333334,0.33333334,0.33333334,Food
2882,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",0.047530815,0.9036852,0.048784032,Place
2883,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",0.051885456,0.8961853,0.051929247,Place
2884,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",0.05660126,0.89934325,0.04405547,Place
2885,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",0.5975552,0.34018847,0.062256258,Food
2886,Faan is sooo good.,0.18453947,0.6367448,0.17871575,Place
2887,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,0.8077434,0.104769014,0.08748766,Food
2888,No you're going to go back because the food was good.,0.08231223,0.16413248,0.75355524,Service
2889,The food was great and the service was even better.,0.065495715,0.87345046,0.06105384,Place
2890,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",0.06042853,0.34635743,0.59321404,Service
2891,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,0.09593405,0.09350075,0.8105652,Service
2892,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,0.033019423,0.31943068,0.6475499,Service
2893,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",0.08752326,0.089831114,0.8226456,Service
2894,My son and his girlfriend both wanted cheeseburgers and they were huge!,0.12701954,0.7411979,0.13178259,Place
2895,I really recommend the very simple Unda (Egg) rolls.,0.5927056,0.30626073,0.1010337,Food
2896,I will not be coming here at 3am again.,0.6474272,0.17774697,0.17482585,Food
2897,Unbelievable.,0.33333334,0.33333334,0.33333334,Food
2898,Very good wine choices.,0.4269396,0.4829802,0.09008022,Place
2899,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",0.0534181,0.8936644,0.052917443,Place
2900,We will be back.,0.1783289,0.17116892,0.65050215,Service
2901,We were seated and ignored by waitstaff.,0.18365881,0.6458955,0.17044574,Place
2902,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",0.50481987,0.45757303,0.037607145,Food
2903,They showed up 15 minutes after the tuna melt.,0.82610714,0.086839184,0.08705372,Food
2904,"Tasty steak, pork loin, the works.",0.8277452,0.086861975,0.085392796,Food
2905,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,0.7723501,0.04391451,0.18373546,Food
2906,I went to Ruby Foos for my birthday and enjoyed our experience there.,0.8296769,0.085016884,0.08530617,Food
2907,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,0.8511585,0.08067132,0.06817017,Food
2908,"The burger was great, also.",0.122717194,0.7547276,0.122555204,Place
2909,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",0.29981032,0.60361385,0.09657584,Place
